id	point	document	label
1999378240	5	오늘 쭈꾸미 먹으러 왔는데 조리도 해주시고 친절하게 설명도 해주셔서 맛있게 먹었어요ㅎㅎㅎㅎ	0
1999378240	3	쭈꾸미 그냥 무난해요.. 오픈한지 얼마 안됐는지 가게 분위기가 안잡힌 느낌이 있어요	1
1999378240	5	직원 분들도 친절하시고 색다른 메뉴라 먹는 내내 신기했어요 맛도 좋고 쭈꾸미가 귀엽더라구요 다음에또 귀여운 쭈꾸미 만나러 가겠슴다.	0
1999378240	0.5	맛도 별로고 불맛나는 쭈꾸미인줄알았는데 토치로 구워주는 일반쭈꾸미네요.차라리 맛집을 찾으셔서 가는게 더나을듯하네요. 재방문다시는안합니다.	1
1999378240	0.5	쭈꾸미 알아서 구워먹어야 되는 집...너무 불친절함	1
1631471827	4	한산해서 좋았어욥!!! 직원 친절세여	0
1631471827	3	분위기에 한번 와볼만 해요 가격대비 양은 작습니다 밀크티랑 동윤영 맛은 진하네요	1
1631471827	3.5	후르츠와플이 아주 맛난 곳 .. 근데 다른 테이블을 살펴보니 사람들마다 같은 음료인데도 잔이 다 다르더라고요 ..? 양도 다른건가..?ㅜ	1
1631471827	4	밀크티가 정말 맛있어요.	0
1631471827	4	과일 싱싱하고 와플이랑 잘 어울려요 커피가 좀 쓴맛이 있고.. 단점은 가격	0
1631471827	5	달콤 하면 서  고소함이  식감을  높여주네 요.	0
1631471827	4	후르츠는..비싸다고 생각하는데 동윤영이 맛있어요	0
1631471827	5	존맛 존맛 존맛 존맛	0
1631471827	4	홍콩식 밀크티가 맛있고 와플도 맛있습니다.	0
1631471827	4	와플향 넘 좋고 제철 과일 올려줘서 더 좋았어요 인스타 핫플 ㅇㅈ	0
1631471827	5	#와플맛집  비쥬얼 끝👍	0
1631471827	5	우연히 갔는데 분위기 좋더라구요	0
1631471827	4	음료가 맛있고 분위기있어요	0
1631471827	4	밀크티 맛있긴한데 약간 커피우유맛나요 	0
1631471827	2	비주얼만 예쁜 밀가루빵. 빵 자체로 밀가루맛이 많이 나서 크림없으면 못먹겠다. 하.. 배고파서 그냥 먹음.. 바닐라라떼는 너무 달다..	1
1631471827	5	동윤영은 여자친구가 골라서... 와플은 맛있을 예정입니다 어서 나왔으면 좋겠네요 ㅇㅅㅇ 	0
1631471827	4	후르츠와플 계절과일이라 딸기는 지금없고 체리랑 키위 포도 생크림 아주듬뿍~입니다 사진찍느라 시간이 지나서 그런지몰라도ㅋ 와플이 좀 눅눅했어요ㅠ 맛보단 비쥬얼인데 딸기가없어서 좀 아쉬웠어 요ㅋㅋ	0
1631471827	5	홍콩 길거리 음식 야시장에서 먹던 홍콩와플을 맛볼 수 있는 샤로수길 미드레벨입니다. 딸기, 청포도, 블루베리,생크림에 캐러멜라이징 한 바나나까지 와플후루츠 가격 12,000원! 달걀 모양 육각와플이 겉바속촉 고소하면서 맛있더군요.	0
1631471827	5	가격은 좀 사악하지만 분위기도 좋고 와플맛나용	0
1631471827	4	크림만 어마어마하게 올려놓고 로투스과자는 반쪼개서 꽂아놓았네여.. 1인1음료라 많이들 들어 왔다가 나갑니다. 	0
1631471827	4	와플진짜맛있어요! 근데 너무 비싸요 ㅠㅠ	0
1631471827	4	와플 맛있어요~~~근데 접시가 작아진건가요? ㅠㅠㅠㅠㅠ썰기 불편해요ㅠㅠ	0
1631471827	5	홍콩와플 맛있어요 굿굿굿	0
1631471827	4	와플 비주얼도 좋고 맛있다!! 초코라떼도 진하고 달다. 먹기 조~금 힘들다	0
1631471827	3	평일 오후에 갔는데, 사람이 많아서 조금 기다렸어요ㅎ '후르츠 와플' 먹었는데, 자르기가 좀 힘들었고, 맛있는지는 잘 모르겠어요 ㅎㅎ 같이 나온 바나나는 맛있었어요ㅎ	1
1631471827	3	눈으로 보는 재미 맛은 그저그럼	1
1631471827	5	예전에 한 번 방문하고 오랜만에 왔었는데 분위기가 더 좋아졌더라구요!1층도 새로 생긴 거 같았어요! 와플도 여전히 맛있구,,,라떼도 넘 맛있었어요❤️ 무엇보다 직원 분들이 너무 친절하셔서 좋았습니다!!  성함까지 여쭤볼 정도루 친절하셨어요! 코에 피어씽있으셨는데 너무 분위기 있고 이쁘셨어요...ㅎㅎ..그 언니 분 휴무일엔 피해서 오려구요 키킼 언니 너무 맛있게 먹었어요 다음에 꼭 또 올게요🥰  미드레벨완전 추천합니다👍🏻💕	0
1631471827	4	주님이먹여살려주시는인생 #미드레벨 - 말차라떼 (6,300원) - #샤로수길처돌이 나름 4번 이상 방문한 #샤로수길카페 . 직접 만든 수제시럽이 아래에 가라앉아 있어요. 저어가면서 먹기. 우유맛보다 는 녹차맛이 강한 음료.취향저격 #녹차라떼 무엇보다도 [직원분들이 친절하셔서] 너무 좋았어요! 염색 머리의 여자사람 직원분 말차라떼에 대해서 친절히 설명도 해주셨는데..(기억안남) 아무튼 친절하 셨습니다. #와플맛집 으로 알려졌는데, 저는 #녹차라떼맛집 으로 부르겠습니다 크크 밀크티보다, 밀크티아이스크림이 더 맛있어요! - #샤로수길카페 #샤로수길맛집	0
1631471827	1	확장된 이후로는 처음인데 와플 엄청 질겨졌어요. 빵 자르는데 손가락 아파서 나중엔 포크로 잡고 뜯음. 칼이 잘 안드는건가 싶었는데 잡고 찢어도 잘 안잘렸어요. 원래 이렇지 않았는데...입에서 살살 녹아 너무 맛있어서 1인1와플 했었는데 확장 후 왜 이렇게 변한거죠? 요즘은 맛있는 와플 맛집이나 수플레 맛집 많아졌는데 굳이 질긴 와플 먹으러 재방문 하지 않을거 같네요ㅜ	1
1631471827	4	스트릿와플 (9,000원) 밀크티 (5,500원) - 샤로수길카페 유명한 미드레벨. 원래는 밀크티 아이스크림이 먹고싶어서 방문했는데... 아이스크림이 품절됐다고 해서.. #와플 과 밀크티를 먹었습니다. 워 낙에 유명한 #홍콩식와플 가게라 손님이 북적북적[스트릿와플]은 생각보다 커서 놀랐어요, 생크림이 아주 듬뿍듬뿍인데 안에 사과잼이 살짝 발라져 있어서 달달하더라고요〰️시럽도 귀엽게 주시는데,  그냥 먹어도 달아서 시럽은 많이 안 넣으셔도 됩니다 [밀크티]맛은 무난무난했어요. 전에 먹었던 흑당 밀크티가 더 맛있었습니다. 핫한곳이라 주차는 안됩니다. 인스타갬성갬성한 카페로 추천드...	0
1631471827	5	샤로수길 핫플인가봐여~ 사람 디게 많고 알고보니 2층 카페라서 웨이팅없이 먹었습니다	0
1631471827	2	음료는 별로임. 홍콩식 와플은 겉은 바삭 속은 쫀득해서 정말 맛있음. 근데 그게 다임. 제일 마음에 들지 않는 것은 1인 1메뉴인데 와플 파는 곳에서 와플을 1메뉴로 쳐주지 않음. 음료 기준으로 1인 1메뉴임. 와플이 한두푼도 아니고 이해가 가지않음. 와플 빵은 맛있지만 굳이 이거 먹으러 다시 방문 할 것 같지는 않음. 실내는 매우 시끄러움. 평일 낮 대기는 없음.	1
1631471827	3	입소문을타서그런지 사람이 진짜 많더라고여 흑당밀크티는 너무 달지 않아서 좋았고여 동윤영은 소세지 맛이 나서 별로였어여 스트릿은 생크림범벅이라 느끼하더라고여ㅠ	1
11849078	4.5	kt vvip 6만원 이상 3만원 할인 굿 👍	0
11849078	3	투움바가 맛이 점점.. 이전같지 않아요 ㅠㅠ 더 빨개지는 느낌... 아쉽고 오지치즈 사이즈가 m만 있어서 속상... l도 거뜬히 먹는데 말이죠... ㅠㅠ	1
11849078	4.5	다른 아웃백 지점들 여러 군데 가 보았는데 여기 서울대입구점은 맛과 서비스 측면에서 모두 상위권에 속합니다. 그래서 항상 즐겁게 식사를 마치고 옵니다.	0
11849078	5	아주맛잇고 비싸고 배불러요 두명이서 먹긴 780그램,,호화판😉	0
11849078	5	맛있어요,, 배부르네여,, 식전빵 맛있다고 너무 많이 먹지않을 것 ㅠㅎ	0
11849078	5	담당 서버 타미님이 너무 너무 친절하게 해주셔서 식사하는 내내 기분이 좋았습니다! 안쓰려던 리뷰까지 쓰게 만드는 친절함이었습니다! 써달라고 하신거 아니고 자발적으로 쓰는겁니다! 타미님 덕분에 맛있게 기분좋게 식사할 수 있었습니다!	0
11849078	5	맛도 좋았고 친절한 서비스에 불편한 주차장에도 불구하고 추천 한만 하네요. 사진을 하나밖에 안찍은게 좀 아쉽네요.	0
11849078	5	직원분들 엄청 엄청 친절하시고 맛있어요 다른지점도 가봤는데 여기가 짱이예여	0
11849078	5	테이블 서버님께서 많이신경써주셔서 감사합니다!엄청 친절해서 기분이 좋았어요. 세라?님 너무 감사합니다 가족끼리 좋은시간보냈어요. 근데기본 빵이 너무차가웠어요🥲	0
11849078	5	넘 친절합니다. 물론 맛있고요..	0
11849078	4.5	직원분들 친절하셨구요. 음식도 맛있게 잘 먹었습니다. 양이 많아서 남은 음식 포장을 부탁드렸는데요. 깨끗하게 잘 포장해주셔서 감사했습니다.	0
11849078	4.5	직원분들이 친절하구요. 음식도 맛있어요. 잘 먹었습니다.	0
11849078	5	안내하실떄 대기 40분이라고 말하셔서..놀랬는데 5-10분만에 들어갔어요	0
11849078	4.5	직원분들 친절해요. 베이비립은 별로였어요 나머지 음식들은 다 맛있었습니다	0
11849078	5	생일쿠폰에 통신사 할인까지 받아서 저렴하게 먹었어요. 립아이 맛나요	0
11849078	5	담당해주시는 서버분 너무 친절하셨어요!!! 사람이 생각보다 많았는데 계속 신경써주시고 기분좋게 식사하고 나왔습니당❤️ 이름을 못봤는데 여자분.. 감사합니다!	0
11849078	5	으헝헝 맛있어요 스테이크 🥩	0
11849078	5	럭키 우디 서버만 이름을 알아서..다 친절하시고 음식도 맛났어요ㅎㅎ	0
11849078	5	전체적으로 다 맛있었고 친절하셨어요 케이크 보관도 먼저 물어봐주시고 ㅎㅎ 만족하며 잘 먹고왔습니다	0
11849078	5	좋은 자리 예약해주셔서 감사합니다. 음식도 굿 서비스도 굿굿이에요^^	0
11849078	5	아..급히 먹다보니 사진을 못 찍은게 아쉽네요 직원분들 다 친절해서 그게 제일 좋구요 아주 맛있게 잘 먹었습니다 음식이 친절하고 직원분들이 맛있어요	0
11849078	5	미리 스테이크 중량 전화주시고 친절했네요 추천합니다	0
11849078	5	음식도 맛있고 직원분들도 친절했어요~~ 추억의 아웃백 또갈거에요ㅎㅎㅎ	0
11849078	4.5	점심 시간에 방문했는데 서버분들 전부 친절하시고 한산하고 온도도 적당해서 좋았습니다 전체적인 음식이 좀 간간해서 잘 못 드시면 간을 약하게 해달라고 하는 것도 좋을 것 같습니다 기분 좋은 식사 였습니다	0
11849078	5	친절하시고 음식도 너무 맛있네요	0
11849078	5	일하시는 직원분중에 남자직원분..  너무 잘생기시고 친절하셔서 감사했습니다😍 저희 어머니가 엄청 좋아하시더라구요..ㅋㅋ 맛두 맛있었어요!!!	0
11849078	5	예약하고 갔는데 너무 친절하셨고, 매번 더 필요한것 없으시냐고 물어보셔서 편했습니다.	0
11849078	5	투움바는 언제나 진리	0
11849078	3.5	맛있어요 어버이날 엄마랑 식사했네요~ 사이드메뉴볶음밥 2개시켰는데 1개만 있었어요 ㅠ 밥없어서 일부러시킨건뎅ㅠ 스테이크도 다른 사이드메뉴도 모두 모두 만족입니다	1
11849078	2.5	의자가 오래돼서 너뮤 푹 꺼져잇어요. 덕분에 테이블이 왕빵 높아짐 그리고 편안한 식사분위기가 아녔음ㅠ	1
11849078	4	담당 서버분이 넘 친절해서 기분좋게 식사했어요~	0
11849078	5	맛있고 배부르게 먹었습니다. 어버이날을 뜻깊게 보낼 수 있어서 더욱 좋았고 부모님도 너무 만족하셔서 기분도 좋았습니다. 	0
11849078	4	음식들이 전체적으로 뜨겁지않고 식은느림 ㅜ 너무 바쁜가바오	0
11849078	3.5	매장에 직원들도 친절하고 음식도 맛있긴한데...스테이크는 미디움인데도 질기고..백립도 퍽퍽하고..ㅠ 저는 파스타만 엄청먹고왔어요.. 그리고 이 매장은 주차가 너무 힘들어요~ 주차비를 지원해주긴  하지만 인근 유로 주차장 안내 프린트물도 없고.. 첨 가시는분들은 주차땜시 왕 짜증날듯.. 넘 솔직후기인지는 모르겠지만~ 가시는분들 참고하세요.	1
11849078	5	사람이 많아서 정신 없긴 했지만  진짜 친절하고 토마호크도 맛있엇어요!	0
11849078	5	너무 친절하시고 좋았습니당	0
514296312	4	맛있어요!!~~~~~~	0
514296312	4	좋아요~~~~~~~~~~	0
514296312	4	굿............	0
514296312	5	소고기 최고입니다!! 세트로 먹으면 딱 좋아요~~ 직원분들도 엄청 친절하셔서 기분 좋았아요! 분위기 좋아서 데이트로 굳굳	0
514296312	5	역시 고기 맛집! 직원분들이 직접 구워주시니 더 맛있어요^^	0
514296312	4	된장 버섯전골 맛있어요	0
514296312	5	데이트 맛집으로 추천해욤!! 고기 엄청 부드럽고 맛있어요ㅠ	0
514296312	5	맛있어요. 항상 사람이 많네요ㅎㅎ	0
514296312	4	직원분들 친절하시고, 음식도 괜찮습니다.	0
514296312	3.5	식당 들어갔을때 생고기 냄새가 마치 정육점에 온 것처럼 너무 심하게 났어요... 음식나오기 전까지 느껴졌고요. 여기는 고기 맛집인가봐요, 고추장전골은 그닥 특별하진 않앗어요...ㅎ	1
514296312	5	분위기도 아담하고 좋아요 특히 된장전골이 맛있어요	0
514296312	4.5	맛있고 친절하셔서 너무 좋았어요!	0
514296312	5	너무 맛있어요👍🏻 친절히 구워주시고 설명해주세요:)	0
514296312	5	부채살 고기도 부드럽고, 된장전골도 맛있어요!	0
514296312	5	고기 굽기 전에 버터 지글지글하는데 완전 대박이예용 버터고기 좋아해서 더 좋았어용! 고기도 잘라주셔서 편안히 먹다가 가는 곳ㅎ̌̈ 고추장찌개햇는데 얼큰하니 맛있어용 칼칼해서 느끼함도 잘 잡아쥼!! 또 오고싶어용	0
514296312	5	샤로수길에서 오랜만에 맛나게 식사했어요~	0
514296312	5	두번째방문인데 너무 맛있어요. 이번에 차돌박이? 같은거 먹었는데 소스가 겨자말고 간장이면 더 좋을거 같아요!	0
514296312	5	분위기도 진짜 좋고, 고기도 엄청 부드럽고 맛있어요! 직접 구워주시고 설명도 해주셔서 완전 분위기 좋게 먹었습니다!!	0
514296312	5	먼저 분위기 짱. 직원분들 친절도 짱짱. 꽃등심  맛은 더 좋아요!!!	0
514296312	5	등심이 입에서 사르르 녹더라구요. 고기맛도 좋고 전골도 맛있어요. 특히!! 직원들이 다구워주셔서 맛있게 먹기면 하면 되서 좋아요 ㅎㅎ	0
514296312	5	맛있어요. 푸짐하고.	0
514296312	5	전부터 꼭 와보고 싶었었는데 와서 먹어보니 정말 맛있네요.. 직원들도 너무 친절하고 웨이팅이 많은 이유를 알 것 같아요 가족들과 잘 먹고 갑니다.^^	0
514296312	5	너무 맛있어서 공기밥을 6개나 먹었네요.. 샤로수길 오면 온돌 강추	0
514296312	5	우리 아들이 좋아해요 사장님도 친절하시고 너무너무 맛있었어용^^ 재방문 해야겠어요 ㅋ~~~	0
514296312	0.5	직원인지 알바생인지 너무 불친절. 위생 최악임  컵에 고춧가루 이물질이 묻ㅇㅓ있어 바꿔 달라해서 바꿔줬는데 똑같은거줌; 뭐묻어있는게 우리가 진상인것마냥 눈치줌 ^_^ 지나가다 보고 줄서있길래 방문했는데 왜가나 싶음	1
514296312	4.5	맛도 가성비도 갑~~ 이네요. 자리가 좁 협소하다는거 빼고는 고기맛이~~!! 끝내주네요..전골도 맛나요~~	0
514296312	3	그냥 그럼 맛있지 않음 웨이팅하는 이유를 잘 모르겠	1
514296312	5	양도 많고 고기도 엄청 부드러웠어요:) 넘 맛있게 잘 먹었습니다!	0
514296312	5	맛있어요! ㅋㅋ고기도 다 구워서 잘라주시고 온돌에 먹으니 끝까지 따뜻하게 먹을 수 있어서 좋았어요! 버터에 구워주셔서 더 꼬소하고 야채도 맛있고용ㅋ그리고 화구가 두개라 된장전골도 계속 따뜻하게 먹었네요! 너무 맛있어서 폭풍흡입했어요!!ㅋㅋ번창하세요!	0
514296312	5	고기가 아주 사르르륵 녹아여 ㅜㅜㅜㅜ 진짜 JMT 떡갈비도 쫀득쫀득 된장찌개도 차돌이 그득그득해요 엄마랑 갔는데, 엄마 입맛에도 취저 다음에는 남친이랑도 가려구요😆	0
514296312	5	샤로수길에서 엄청 유명해서 와봤는데 진짜 맛있어요! 부채살 특히 입에서 살살녹아서 깜놀! 😚 직장 주변이라 앞으로 자주 올 듯! 👍❤🍖	0
514296312	5	집 근처 지나갈때마다 기다리는 사람이 많아서  궁금했는데 생각보다 너무 맛있었어요👍👍👍👍👍👍👍👍	0
514296312	5	다음에 또 가려구요! 강력추천!!	0
514296312	5	핫플레이스에서 장사 오래하기 쉽지 않을텐데, 재방문할때마다 자리 지켜주시고 있으니 너무 좋습니다. 맛은 온돌 어느 지점을 가든 최상입니다. 거기에 직원분들 친절도도 정말 훌륭합니다.	0
514296312	5	온돌은 사랑입니다....❤️ 샤로수길 오면 무조건 여깁니당 맛 분위기 다 좋아여ㅋㅋㅋㅋ #꽃등심 #샤로수길 #온돌 #서울대입구	0
514296312	5	늑간살세트랑 떡갈비 먹었는데 너무 맛있어요ㅎㅎ  고기가 쫄깃하고 다 구워주셔서 편했어요 된장전골도 구수하고 작년에 왔을때보다 더 맛있어진 것 같아요ㅎㅎ	0
514296312	5	호불호없는 식당이에요  늘 맛있는 것 같습니다 ㅋㅋㅋㅋ 오랜만에 갔는데 점점 더 사람이 많아지더라구요 맛있는 한식 먹고 싶을 때 방문하면 좋을 것 같아요 데이트 장소로도 짱짱  직원분이 직접 고기  다 구워줘서 편하게 먹을 수 있습니다 ^^	0
1290853152	1.5	크로플은 눅눅하고 .. 예쁜 모양이지만 맛은 별로 없었어요…커피는 괜찮았어요!	1
1290853152	4.5	좋아요 가격이 사악하지만 귀엽..	0
1290853152	4	분위기도 나쁘지않고 좋았어요. 케이크들도 너무 귀렵고 전반적으로 많이 달달한 점 ~	0
1290853152	5	분위기도 좋고 얘기하기 좋아요ㅎㅎ	0
1290853152	4.5	디저트가 귀엽고 맛있어요!	0
1290853152	4	사람 정말 많아요 ㅋㅋ 웨이팅 길어서 포장해서 먹었어요 귀여운데 맛은 평범	0
1290853152	4	sns 홍보대비 만족도는 아쉬워요ㅠㅠ (디저트 예뻐요, 가격대 있어요, 의자 불편해요ㅠㅠ)	0
1290853152	3.5	이쁘지만 맛은 그닥이였어요. 인스타용이네요.  그래도 복숭아는 맛있었어요~  음료도 괜찮았습니다.	1
1290853152	4	인스타 보여주기용. 화장실 지저분해여..	0
1290853152	4	갬성값 개오지네요 ㅎㅎ	0
1290853152	5	예뻐요 근데 웨이팅이 엄청 길다는거 특히 3인은 더더	0
1290853152	5	곰돌이도 너무 귀엽고 음료도 완전 맛있어요! 강추!!	0
1290853152	5	의자는 좀 불편하지만 인테리어도 예쁘고 커피랑 디저트가 다 맛있어요	0
1290853152	5	여기서 2만8천원 썼네요 ㅋㅋ 곰돌이 별로예요	0
1290853152	5	청포도 타르트 정말 맛있어요 그런데 곰돌이는 별로네용 초콜렛 식감이 별로예요 뭉글뭉글..저렴한 초콜렛식감	0
1290853152	1	곰돌이 케이크 먹으러 왔는데 저녁 7시도 안됐는데 주 케이크 다 품절이네요....어쩔 수 없이 다른거 시켜 먹었어요ㅠㅠ 커피 맛은 밍밍하고 정말 별로였고.... 리얼초코 크로플은 먹을만했어요	1
1290853152	5	고미 넘모 기여워요ㅠㅠㅠ 심지어 맛도 있음 우유크로플은 더 맛있었어여! 즐겁게 먹고 갑니당 말차라떼도 추천이욤	0
1290853152	4.5	다저트도 맛나고 분위기 너무 예뻤어요ㅎㅎ	0
1290853152	3.5	디저트이쁘고 너무 비쌈 한번올만해요!	1
1290853152	4.5	일단 디저트 비주얼이 압도적이고 맛도 괜찮았습니다 좌석이나 인테리어에서 주는 공간적인 경험에서는 아쉬움이 있었지만 입점한 지역적 특성을 고려하면 충분히 좋은 거 같아요	0
1290853152	4	디저트가 넘이뻤어요~	0
